"TIMESTAMP","RECORD","BattV_Min","PTemp","Baudrate","Instantanous_velocity","Average_velocity","velocity_unit","Tilt_angle_value","Flow_Direction","SNR_Instantenous","SNR_Average"
"2024-09-15 09:00:00",68,12.85,13.31,1,910,920,1,44,1,7231,7238
"2024-09-15 10:00:00",69,12.75,16.16,1,910,894,1,43,1,7241,7296
"2024-09-15 11:00:00",70,12.69,22.16,1,896,897,1,44,1,7251,7274
"2024-09-15 12:00:00",71,12.65,26.5,1,899,885,1,44,1,7259,7143
"2024-09-15 13:00:00",72,12.62,30.33,1,936,913,1,44,1,7055,7077
"2024-09-15 14:00:00",73,12.61,32.01,1,955,958,1,44,1,7300,7282
"2024-09-15 15:00:00",74,12.61,33,1,937,958,1,43,1,7185,7140
"2024-09-15 16:00:00",75,12.61,32.54,1,946,952,1,43,1,7214,7162
"2024-09-15 17:00:00",76,12.64,30.14,1,954,958,1,44,1,7229,7230
"2024-09-15 18:00:00",77,12.64,27.33,1,956,943,1,43,1,7278,7310
"2024-09-15 19:00:00",78,12.67,22.83,1,936,931,1,43,1,7278,7341
"2024-09-15 20:00:00",79,12.68,20.19,1,957,951,1,44,1,7424,7440
"2024-09-15 21:00:00",80,12.67,19.1,1,902,896,1,44,1,7680,7780
"2024-09-15 22:00:00",81,12.69,18.4,1,884,872,1,44,1,7492,7475
"2024-09-15 23:00:00",82,12.7,18.53,1,892,900,1,43,1,7483,7568
"2024-09-16 00:00:00",83,12.71,18.39,1,945,954,1,43,1,7264,7425
"2024-09-16 01:00:00",84,12.73,16.8,1,930,936,1,44,1,6430,6633
"2024-09-16 02:00:00",85,12.73,17.01,1,941,932,1,43,1,7319,7301
"2024-09-16 03:00:00",86,12.73,17.27,1,824,841,1,44,1,7535,7543
"2024-09-16 04:00:00",87,12.72,16.45,1,904,902,1,43,1,7376,7381
"2024-09-16 05:00:00",88,12.73,15.37,1,922,918,1,43,1,7260,7278
"2024-09-16 06:00:00",89,12.74,15.22,1,935,903,1,44,1,7238,7334
"2024-09-16 07:00:00",90,12.74,15.08,1,895,883,1,43,1,7331,7385
"2024-09-16 08:00:00",91,12.81,14.72,1,904,910,1,44,1,7317,7344
"2024-09-16 09:00:00",92,12.81,15.11,1,894,895,1,44,1,7313,7324
"2024-09-16 10:00:00",93,12.74,19,1,917,927,1,43,1,7328,7244
"2024-09-16 11:00:00",94,12.72,21.06,1,904,915,1,44,1,7155,7245
"2024-09-16 12:00:00",95,12.67,24.45,1,929,947,1,43,1,7209,7231
"2024-09-16 13:00:00",96,12.65,26.03,1,898,908,1,43,1,7121,7161
"2024-09-16 14:00:00",97,12.65,27.64,1,947,951,1,43,1,7277,7276
"2024-09-16 15:00:00",98,12.64,28.38,1,981,989,1,44,1,7206,7211
"2024-09-16 16:00:00",99,12.64,29.53,1,956,957,1,43,1,7377,7302
"2024-09-16 17:00:00",100,12.65,25.32,1,1033,1021,1,44,1,7400,7416
"2024-09-16 18:00:00",101,12.69,23.71,1,1008,1012,1,43,1,7310,7347
"2024-09-16 19:00:00",102,12.7,21.73,1,945,948,1,44,1,7409,7375
"2024-09-16 20:00:00",103,12.73,17.31,1,983,991,1,44,1,7590,7601
"2024-09-16 21:00:00",104,12.69,18.81,1,968,982,1,43,1,7525,7488
"2024-09-16 22:00:00",105,12.68,18.76,1,994,996,1,44,1,7494,7446
"2024-09-16 23:00:00",106,12.69,17.11,1,960,959,1,44,1,7453,7440
"2024-09-17 00:00:00",107,12.71,16.19,1,942,948,1,44,1,7390,7438
"2024-09-17 01:00:00",108,12.72,13.69,1,959,957,1,43,1,7386,7414
"2024-09-17 02:00:00",109,12.75,13.44,1,919,924,1,44,1,7534,7463
"2024-09-17 03:00:00",110,12.77,11.74,1,943,939,1,43,1,7366,7439
"2024-09-17 04:00:00",111,12.77,12.11,1,964,959,1,44,1,7438,7411
"2024-09-17 05:00:00",112,12.79,11.57,1,941,941,1,44,1,7403,7397
"2024-09-17 06:00:00",113,12.79,11.6,1,928,934,1,44,1,7542,7410
"2024-09-17 07:00:00",114,12.78,11.54,1,1184,1189,1,44,1,3436,3428
"2024-09-17 08:00:00",115,12.83,11.35,1,1029,1025,1,44,1,4101,4131
"2024-09-17 09:00:00",116,12.89,10.1,1,945,955,1,43,1,7434,7500
"2024-09-17 10:00:00",117,12.89,10.64,1,983,968,1,43,1,7323,7412
"2024-09-17 11:00:00",118,12.88,11.09,1,1004,1047,1,44,1,5670,5619
"2024-09-17 12:00:00",119,12.59,9.95,1,956,964,1,43,1,7354,7463
"2024-09-17 13:00:00",120,12.57,11.2,1,1016,1011,1,44,1,7437,7450
"2024-09-17 14:00:00",121,12.57,9.37,1,1264,1199,1,44,1,3213,3007
"2024-09-17 15:00:00",122,12.59,10.87,1,1060,1054,1,43,1,7521,7417
"2024-09-17 16:00:00",123,12.55,15.11,1,1030,1024,1,43,1,7419,7446
"2024-09-17 17:00:00",124,12.5,15.16,1,1049,1034,1,44,1,7491,7474
"2024-09-17 18:00:00",125,12.51,13.93,1,1048,1046,1,43,1,6772,6192
"2024-09-17 19:00:00",126,12.58,10.97,1,1057,1055,1,44,1,7498,7493
"2024-09-17 20:00:00",127,12.58,10.06,1,1100,1095,1,44,1,7429,7456
"2024-09-17 21:00:00",128,12.54,10.05,1,1092,1084,1,43,1,7267,7372
"2024-09-17 22:00:00",129,12.54,9.55,1,1047,1030,1,43,1,7395,7445
"2024-09-17 23:00:00",130,12.54,8.8,1,1026,1029,1,43,1,7340,7459
"2024-09-18 00:00:00",131,12.54,9.19,1,1038,1033,1,43,1,7346,7424
"2024-09-18 01:00:00",132,12.55,8.22,1,1011,1008,1,44,1,7551,7472
"2024-09-18 02:00:00",133,12.57,8.33,1,989,991,1,43,1,7470,7480
"2024-09-18 03:00:00",134,12.56,8.42,1,986,977,1,44,1,7536,7491
"2024-09-18 04:00:00",135,12.58,7.994,1,971,959,1,44,1,7403,7439
"2024-09-18 05:00:00",136,12.59,7.551,1,975,965,1,44,1,7490,7419
"2024-09-18 06:00:00",137,12.57,8.04,1,994,970,1,44,1,7559,7501
"2024-09-18 07:00:00",138,12.58,7.431,1,996,987,1,44,1,7367,7435
"2024-09-18 08:00:00",139,12.65,6.746,1,981,990,1,43,1,7436,7505
"2024-09-18 09:00:00",140,12.66,8.09,1,1049,1014,1,43,1,7464,7428
"2024-09-18 10:00:00",141,12.57,13.83,1,985,999,1,43,1,7331,7397
"2024-09-18 11:00:00",142,12.51,17.54,1,1019,1011,1,44,1,7390,7482
"2024-09-18 12:00:00",143,12.46,18.83,1,991,985,1,43,1,7364,7452
"2024-09-18 13:00:00",144,12.46,19.46,1,991,1009,1,44,1,7354,7455
"2024-09-18 14:00:00",145,12.49,19.04,1,1056,1054,1,44,1,7466,7436
"2024-09-18 15:00:00",146,12.47,19.76,1,1063,1061,1,43,1,7413,7407
"2024-09-18 16:00:00",147,12.41,22.14,1,1057,1038,1,44,1,7526,7441
"2024-09-18 17:00:00",148,12.41,19.9,1,991,1016,1,44,1,7389,7394
"2024-09-18 18:00:00",149,12.54,19.72,1,1021,1036,1,43,1,7294,7300
"2024-09-18 19:00:00",150,12.55,15.95,1,1024,1029,1,43,1,7355,7351
"2024-09-18 20:00:00",151,12.61,11.32,1,1042,1052,1,44,1,7501,7576
"2024-09-18 21:00:00",152,12.58,10.96,1,1060,1035,1,44,1,7374,7442
"2024-09-18 22:00:00",153,12.59,12.18,1,993,1012,1,44,1,7487,7431
"2024-09-18 23:00:00",154,12.61,11.71,1,970,981,1,43,1,7549,7526
"2024-09-19 00:00:00",155,12.62,11.22,1,996,975,1,44,1,7452,7444
"2024-09-19 01:00:00",156,12.61,10.82,1,960,968,1,44,1,7570,7550
"2024-09-19 02:00:00",157,12.64,10.04,1,937,938,1,43,1,7462,7540
"2024-09-19 03:00:00",158,12.65,9.44,1,970,979,1,43,1,7475,7479
"2024-09-19 04:00:00",159,12.65,8.79,1,935,937,1,44,1,7474,7502
"2024-09-19 05:00:00",160,12.65,8.47,1,951,967,1,43,1,7444,7457
"2024-09-19 06:00:00",161,12.65,7.983,1,969,958,1,44,1,7546,7520
"2024-09-19 07:00:00",162,12.66,7.434,1,996,976,1,43,1,7360,7404
"2024-09-19 08:00:00",163,12.73,7.401,1,932,916,1,43,1,7540,7508
"2024-09-19 09:00:00",164,12.72,8.19,1,949,952,1,43,1,7339,7468
"2024-09-19 10:00:00",165,12.63,12.33,1,949,963,1,43,1,7521,7474
"2024-09-19 11:00:00",166,12.57,16.8,1,1055,1086,1,43,1,7294,7330
"2024-09-19 12:00:00",167,12.54,20.22,1,980,993,1,43,1,7269,7290
"2024-09-19 13:00:00",168,12.53,22.06,1,967,947,1,43,1,7463,7418
"2024-09-19 14:00:00",169,12.5,24.06,1,1034,1035,1,44,1,7447,7381
"2024-09-19 15:00:00",170,12.49,25.43,1,1042,1034,1,43,1,7424,7394
"2024-09-19 16:00:00",171,12.49,26.62,1,1118,1087,1,44,1,7376,7444
"2024-09-19 17:00:00",172,12.49,23.75,1,952,961,1,43,1,7409,7351
"2024-09-19 18:00:00",173,12.5,22.25,1,1015,998,1,44,1,7371,7364
"2024-09-19 19:00:00",174,12.51,17.78,1,1011,1008,1,43,1,7408,7460
"2024-09-19 20:00:00",175,12.49,13.36,1,1045,1043,1,43,1,7382,7455
"2024-09-19 21:00:00",176,12.49,10.82,1,1019,1007,1,43,1,7492,7513
"2024-09-19 22:00:00",177,12.5,12.91,1,1020,1001,1,43,1,7511,7557
"2024-09-19 23:00:00",178,12.57,14.87,1,958,961,1,43,1,7676,7669
"2024-09-20 00:00:00",179,12.57,14.78,1,973,992,1,44,1,7449,7457
"2024-09-20 01:00:00",180,12.56,13.81,1,956,958,1,44,1,7492,7520
"2024-09-20 02:00:00",181,12.58,13.52,1,934,958,1,43,1,7392,7431
"2024-09-20 03:00:00",182,12.58,12.5,1,963,972,1,44,1,7360,7429
"2024-09-20 04:00:00",183,12.58,11.99,1,952,949,1,43,1,7364,7390
"2024-09-20 05:00:00",184,12.61,11.74,1,931,932,1,43,1,7605,7592
"2024-09-20 06:00:00",185,12.61,10.6,1,926,942,1,43,1,7508,7520
"2024-09-20 07:00:00",186,12.61,10.26,1,945,955,1,43,1,7387,7485
"2024-09-20 08:00:00",187,12.7,9.65,1,964,949,1,43,1,7498,7500
"2024-09-20 09:00:00",188,12.69,9.56,1,957,956,1,43,1,7536,7478
"2024-09-20 10:00:00",189,12.59,13.44,1,912,919,1,44,1,7392,7422
"2024-09-20 11:00:00",190,12.55,18.75,1,980,966,1,43,1,7476,7445
"2024-09-20 12:00:00",191,12.51,22.67,1,989,992,1,43,1,7399,7456
"2024-09-20 13:00:00",192,12.49,25.61,1,961,965,1,43,1,7336,7316
"2024-09-20 14:00:00",193,12.49,27.05,1,1013,999,1,44,1,7437,7369
"2024-09-20 15:00:00",194,12.48,28.64,1,1018,1015,1,43,1,7334,7338
"2024-09-20 16:00:00",195,12.42,29.07,1,1019,1027,1,44,1,7202,7239
"2024-09-20 17:00:00",196,12.49,25.65,1,1014,1015,1,43,1,7216,7294
"2024-09-20 18:00:00",197,12.49,23.96,1,973,978,1,43,1,7371,7358
"2024-09-20 19:00:00",198,12.49,18.94,1,986,972,1,43,1,7400,7348
"2024-09-20 20:00:00",199,12.65,14.7,1,1022,1013,1,43,1,7419,7414
"2024-09-20 21:00:00",200,12.65,13.01,1,1010,1003,1,44,1,7503,7483
"2024-09-20 22:00:00",201,12.66,12.49,1,964,994,1,44,1,7541,7466
"2024-09-20 23:00:00",202,12.68,11.69,1,983,974,1,43,1,7440,7470
"2024-09-21 00:00:00",203,12.7,11.38,1,966,970,1,43,1,7472,7476
"2024-09-21 01:00:00",204,12.69,12.9,1,969,977,1,43,1,7429,7460
"2024-09-21 02:00:00",205,12.68,12.98,1,942,941,1,43,1,7393,7491
"2024-09-21 03:00:00",206,12.7,12.76,1,970,970,1,43,1,7430,7473
"2024-09-21 04:00:00",207,12.7,12.23,1,938,933,1,43,1,7472,7487
"2024-09-21 05:00:00",208,12.7,11.59,1,943,935,1,44,1,7422,7475
"2024-09-21 06:00:00",209,12.73,10.98,1,939,955,1,43,1,7396,7442
"2024-09-21 07:00:00",210,12.72,10.35,1,985,963,1,44,1,7417,7466
"2024-09-21 08:00:00",211,12.8,9.86,1,943,952,1,44,1,7472,7473
"2024-09-21 09:00:00",212,12.81,9.66,1,962,974,1,44,1,7358,7378
"2024-09-21 10:00:00",213,12.73,13.08,1,940,956,1,44,1,7422,7411
"2024-09-21 11:00:00",214,12.65,18.12,1,943,942,1,43,1,7480,7465
"2024-09-21 12:00:00",215,12.61,20.86,1,972,966,1,44,1,7330,7401
"2024-09-21 13:00:00",216,12.6,22.32,1,1008,990,1,44,1,7499,7476
"2024-09-21 14:00:00",217,12.57,24.46,1,951,980,1,43,1,7410,7429
"2024-09-21 15:00:00",218,12.57,26.07,1,976,972,1,43,1,7360,7369
"2024-09-21 16:00:00",219,12.57,27.08,1,1021,1012,1,43,1,7330,7307
"2024-09-21 17:00:00",220,12.57,24.07,1,1018,1037,1,43,1,7292,7316
"2024-09-21 18:00:00",221,12.61,23.23,1,1015,1020,1,43,1,7328,7357
"2024-09-21 19:00:00",222,12.62,19.41,1,1003,1014,1,43,1,7343,7338
"2024-09-21 20:00:00",223,12.66,14.88,1,1005,1003,1,43,1,7363,7423
"2024-09-21 21:00:00",224,12.66,12.66,1,991,990,1,43,1,7468,7457
"2024-09-21 22:00:00",225,12.69,10.21,1,970,997,1,43,1,7478,7441
"2024-09-21 23:00:00",226,12.7,9.25,1,998,988,1,44,1,7387,7395
"2024-09-22 00:00:00",227,12.73,9.98,1,950,961,1,43,1,7431,7439
"2024-09-22 01:00:00",228,12.73,10.38,1,952,953,1,43,1,7383,7417
"2024-09-22 02:00:00",229,12.73,11.38,1,957,951,1,43,1,7474,7411
"2024-09-22 03:00:00",230,12.73,11.91,1,940,944,1,44,1,7416,7350
"2024-09-22 04:00:00",231,12.73,11.29,1,930,948,1,43,1,7565,7528
"2024-09-22 05:00:00",232,12.72,9.9,1,949,947,1,43,1,7460,7501
"2024-09-22 06:00:00",233,12.76,9.16,1,937,933,1,43,1,7488,7430
"2024-09-22 07:00:00",234,12.75,9.81,1,890,916,1,43,1,7376,7332
"2024-09-22 08:00:00",235,12.77,9.95,1,961,963,1,43,1,7426,7484
"2024-09-22 09:00:00",236,12.81,9.83,1,969,960,1,43,1,7449,7457
"2024-09-22 10:00:00",237,12.73,14.24,1,954,948,1,43,1,7386,7440
"2024-09-22 11:00:00",238,12.65,19.02,1,926,941,1,43,1,7430,7330
"2024-09-22 12:00:00",239,12.61,22.26,1,962,942,1,43,1,7498,7400
"2024-09-22 13:00:00",240,12.57,24.57,1,1015,1002,1,44,1,7343,7383
"2024-09-22 14:00:00",241,12.57,26.34,1,949,953,1,44,1,7440,7404
"2024-09-22 15:00:00",242,12.56,27.37,1,973,974,1,43,1,7452,7392
"2024-09-22 16:00:00",243,12.57,28.11,1,1031,1039,1,43,1,7296,7298
"2024-09-22 17:00:00",244,12.58,24.85,1,1033,1024,1,44,1,7323,7331
"2024-09-22 18:00:00",245,12.58,23.61,1,1004,1008,1,43,1,7410,7374
"2024-09-22 19:00:00",246,12.61,18.7,1,1010,993,1,43,1,7336,7369
"2024-09-22 20:00:00",247,12.66,14.55,1,1016,1000,1,43,1,7570,7539
"2024-09-22 21:00:00",248,12.65,12.47,1,1020,998,1,43,1,7376,7499
"2024-09-22 22:00:00",249,12.69,12.5,1,968,962,1,43,1,7445,7471
"2024-09-22 23:00:00",250,12.66,14.46,1,965,976,1,43,1,7444,7421
"2024-09-23 00:00:00",251,12.66,14.39,1,933,945,1,43,1,7400,7377
"2024-09-23 01:00:00",252,12.69,13.78,1,947,944,1,44,1,7406,7378
"2024-09-23 02:00:00",253,12.69,12.93,1,905,916,1,44,1,7488,7482
"2024-09-23 03:00:00",254,12.7,12.39,1,953,926,1,43,1,7516,7506
"2024-09-23 04:00:00",255,12.71,11.41,1,913,919,1,44,1,7452,7447
"2024-09-23 05:00:00",256,12.72,11,1,904,900,1,43,1,7436,7364
"2024-09-23 06:00:00",257,12.73,10.51,1,899,911,1,43,1,7396,7412
"2024-09-23 07:00:00",258,12.74,10.32,1,918,920,1,43,1,7526,7445
"2024-09-23 08:00:00",259,12.77,10.36,1,950,938,1,43,1,7464,7464
"2024-09-23 09:00:00",260,12.82,9.69,1,958,946,1,43,1,7665,7512
"2024-09-23 10:00:00",261,12.74,12.29,1,932,945,1,43,1,7472,7449
"2024-09-23 11:00:00",262,12.66,17.18,1,933,934,1,44,1,7448,7386
"2024-09-23 12:00:00",263,12.61,21.49,1,919,918,1,43,1,7410,7419
"2024-09-23 13:00:00",264,12.6,23.45,1,935,938,1,44,1,7214,7199
"2024-09-23 14:00:00",265,12.57,25.78,1,997,986,1,44,1,7337,7427
"2024-09-23 15:00:00",266,12.56,27.28,1,965,986,1,43,1,7211,7288
"2024-09-23 16:00:00",267,12.5,27.3,1,966,976,1,44,1,7331,7262
"2024-09-23 17:00:00",268,12.5,24,1,991,988,1,43,1,7399,7384
"2024-09-23 18:00:00",269,12.5,22.81,1,950,975,1,43,1,7426,7384
"2024-09-23 19:00:00",270,12.52,18.57,1,964,981,1,43,1,7366,7378
"2024-09-23 20:00:00",271,12.57,14.31,1,998,996,1,43,1,7445,7483
"2024-09-23 21:00:00",272,12.57,11.52,1,988,983,1,43,1,7302,7407
"2024-09-23 22:00:00",273,12.58,11,1,993,984,1,43,1,7447,7444
"2024-09-23 23:00:00",274,12.57,12.18,1,951,950,1,43,1,7458,7463
"2024-09-24 00:00:00",275,12.59,11.94,1,944,925,1,43,1,7334,7377
"2024-09-24 01:00:00",276,12.61,11.16,1,940,949,1,44,1,7456,7437
"2024-09-24 02:00:00",277,12.6,12.95,1,922,929,1,43,1,7400,7399
"2024-09-24 03:00:00",278,12.61,12.74,1,879,897,1,43,1,7674,7602
"2024-09-24 04:00:00",279,12.61,12.67,1,912,919,1,43,1,7433,7547
"2024-09-24 05:00:00",280,12.6,11.9,1,944,942,1,44,1,7307,7338
"2024-09-24 06:00:00",281,12.61,11.68,1,937,950,1,44,1,7400,7474
"2024-09-24 07:00:00",282,12.61,11.15,1,928,927,1,43,1,7447,7485
"2024-09-24 08:00:00",283,12.61,11.41,1,924,936,1,44,1,7436,7503
"2024-09-24 09:00:00",284,12.69,11.65,1,932,920,1,43,1,7509,7462
"2024-09-24 10:00:00",285,12.59,14.84,1,967,962,1,44,1,7467,7413
"2024-09-24 11:00:00",286,12.52,19.56,1,941,953,1,44,1,7346,7370
"2024-09-24 12:00:00",287,12.49,22.88,1,1007,975,1,44,1,7487,7408
"2024-09-24 13:00:00",288,12.49,25.91,1,960,954,1,43,1,7297,7344
"2024-09-24 14:00:00",289,12.49,27.77,1,948,922,1,44,1,7182,7208
"2024-09-24 15:00:00",290,12.46,28.57,1,990,991,1,43,1,7429,7417
"2024-09-24 16:00:00",291,12.46,29.43,1,938,950,1,43,1,7296,7340
"2024-09-24 17:00:00",292,12.48,25.79,1,978,963,1,43,1,7337,7309
"2024-09-24 18:00:00",293,12.49,24.18,1,997,965,1,44,1,7327,7306
"2024-09-24 19:00:00",294,12.49,19.34,1,986,978,1,43,1,7438,7399
"2024-09-24 20:00:00",295,12.53,15.47,1,992,963,1,43,1,7441,7444
"2024-09-24 21:00:00",296,12.54,13.97,1,936,947,1,43,1,7490,7508
"2024-09-24 22:00:00",297,12.52,17.79,1,951,945,1,43,1,7389,7376
"2024-09-24 23:00:00",298,12.51,18.36,1,952,952,1,43,1,7551,7547
"2024-09-25 00:00:00",299,12.54,17.65,1,938,944,1,43,1,7470,7390
"2024-09-25 01:00:00",300,12.53,17.17,1,903,912,1,43,1,7590,7483
"2024-09-25 02:00:00",301,12.53,16.58,1,975,973,1,43,1,7393,7321
"2024-09-25 03:00:00",302,12.55,16.28,1,926,919,1,43,1,7501,7457
"2024-09-25 04:00:00",303,12.54,15.87,1,906,924,1,43,1,7434,7436
"2024-09-25 05:00:00",304,12.56,14.92,1,917,918,1,44,1,7480,7492
"2024-09-25 06:00:00",305,12.57,14.28,1,912,901,1,43,1,7322,7329
"2024-09-25 07:00:00",306,12.56,14.23,1,913,897,1,43,1,7482,7412
"2024-09-25 08:00:00",307,12.58,13.65,1,916,902,1,44,1,7346,7380
"2024-09-25 09:00:00",308,12.65,14.37,1,931,918,1,44,1,7521,7537
"2024-09-25 10:00:00",309,12.58,16.62,1,926,917,1,43,1,7498,7381
"2024-09-25 11:00:00",310,12.52,20.97,1,935,931,1,43,1,7419,7342
"2024-09-25 12:00:00",311,12.41,25.4,1,939,932,1,43,1,7155,7231
"2024-09-25 13:00:00",312,12.4,29,1,971,947,1,44,1,7285,7176
"2024-09-25 14:00:00",313,12.38,31.69,1,941,949,1,43,1,7249,7319
"2024-09-25 15:00:00",314,12.6,32.8,1,1012,1008,1,43,1,7366,7380
"2024-09-25 16:00:00",315,12.61,32.7,1,1006,1021,1,43,1,7219,7275
"2024-09-25 17:00:00",316,12.64,28.63,1,953,958,1,43,1,7257,7264
"2024-09-25 18:00:00",317,12.67,26.3,1,919,955,1,43,1,7124,7204
"2024-09-25 19:00:00",318,12.69,20.55,1,972,970,1,44,1,7398,7409
"2024-09-25 20:00:00",319,12.7,16.7,1,998,998,1,44,1,7288,7344
"2024-09-25 21:00:00",320,12.69,17.9,1,949,958,1,43,1,7366,7416
"2024-09-25 22:00:00",321,12.68,20.19,1,936,947,1,43,1,7449,7455
"2024-09-25 23:00:00",322,12.68,19.67,1,927,943,1,43,1,7361,7382
"2024-09-26 00:00:00",323,12.68,18.91,1,933,911,1,44,1,7383,7477
"2024-09-26 01:00:00",324,12.69,17.96,1,869,884,1,43,1,7509,7463
"2024-09-26 02:00:00",325,12.72,17.23,1,907,898,1,44,1,7507,7473
